Mod:Item:MetaData, Localized Name
appliedenergistics2:facade:0, Cable Facade - Sooty Marble
appliedenergistics2:facade:0, Cable Facade - Sooty Marble Bricks
appliedenergistics2:facade:0, Cable Facade - Sooty Marble Pillar
appliedenergistics2:facade:0, Cable Facade - Sooty Marble Arch
appliedenergistics2:facade:0, Cable Facade - Chiseled Sooty Marble
appliedenergistics2:facade:0, Cable Facade - Engraved Sooty Marble
appliedenergistics2:facade:0, Cable Facade - Runed Sooty Marble
appliedenergistics2:facade:0, Cable Facade - Infused Wood
appliedenergistics2:facade:0, Cable Facade - Infused Wood Planks
appliedenergistics2:facade:0, Cable Facade - Infused Wood Column
appliedenergistics2:facade:0, Cable Facade - Infused Wood Arch
appliedenergistics2:facade:0, Cable Facade - Engraved Infused Wood
appliedenergistics2:facade:0, Cable Facade - Enriched Infused Wood
appliedenergistics2:facade:0, Cable Facade - Vibrant Infused Wood
appliedenergistics2:facade:0, Cable Facade - Neromantic Prime
appliedenergistics2:facade:0, Cable Facade - Fysallidic Prime
appliedenergistics2:facade:0, Cable Facade - Gunpowder Block
appliedenergistics2:facade:0, Cable Facade - Redstone Sand
appliedenergistics2:facade:0, Cable Facade - Variable Redstone Lamp
appliedenergistics2:facade:0, Cable Facade - Ender Pearl Block
appliedenergistics2:facade:0, Cable Facade - Rotten Flesh Block
appliedenergistics2:facade:0, Cable Facade - Smooth Glowstone
appliedenergistics2:facade:0, Cable Facade - Nether Gold Deposit
appliedenergistics2:facade:0, Cable Facade - Nether Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Nether Iron Ore
appliedenergistics2:facade:0, Cable Facade - Nether Gold Ore
appliedenergistics2:facade:0, Cable Facade - Nether Coal Ore
appliedenergistics2:facade:0, Cable Facade - Nether Lapis Ore
appliedenergistics2:facade:0, Cable Facade - Nether Emerald Ore
appliedenergistics2:facade:0, Cable Facade - Nether Diamond Ore
appliedenergistics2:facade:0, Cable Facade - End Redstone Ore
appliedenergistics2:facade:0, Cable Facade - End Coal Ore
appliedenergistics2:facade:0, Cable Facade - End Lapis Ore
appliedenergistics2:facade:0, Cable Facade - End Emerald Ore
appliedenergistics2:facade:0, Cable Facade - End Diamond Ore
appliedenergistics2:facade:0, Cable Facade - End Gold Ore
appliedenergistics2:facade:0, Cable Facade - End Iron Ore
appliedenergistics2:facade:0, Cable Facade - Dry Peat Bog
appliedenergistics2:facade:0, Cable Facade - Saturated Peat Deposit
appliedenergistics2:facade:0, Cable Facade - Soundproofing
appliedenergistics2:facade:0, Cable Facade - Shearing Block
appliedenergistics2:facade:0, Cable Facade - Floater
appliedenergistics2:facade:0, Cable Facade - Air Balloon
appliedenergistics2:facade:0, Cable Facade - Orange Air Balloon
appliedenergistics2:facade:0, Cable Facade - Magenta Air Balloon
appliedenergistics2:facade:0, Cable Facade - Light Blue Air Balloon
appliedenergistics2:facade:0, Cable Facade - Yellow Air Balloon
appliedenergistics2:facade:0, Cable Facade - Lime Air Balloon
appliedenergistics2:facade:0, Cable Facade - Pink Air Balloon
appliedenergistics2:facade:0, Cable Facade - Gray Air Balloon
appliedenergistics2:facade:0, Cable Facade - Silver Air Balloon
appliedenergistics2:facade:0, Cable Facade - Cyan Air Balloon
appliedenergistics2:facade:0, Cable Facade - Purple Air Balloon
appliedenergistics2:facade:0, Cable Facade - Blue Air Balloon
appliedenergistics2:facade:0, Cable Facade - Brown Air Balloon
appliedenergistics2:facade:0, Cable Facade - Green Air Balloon
appliedenergistics2:facade:0, Cable Facade - Red Air Balloon
appliedenergistics2:facade:0, Cable Facade - Black Air Balloon
appliedenergistics2:facade:0, Cable Facade - Shore Buffer
appliedenergistics2:facade:0, Cable Facade - Sticky Buffer
appliedenergistics2:facade:0, Cable Facade - Hydrogel Block
appliedenergistics2:facade:0, Cable Facade - Compact Raw Porkchop
appliedenergistics2:facade:0, Cable Facade - Cinnamon Wood
appliedenergistics2:facade:0, Cable Facade - Maple Wood
appliedenergistics2:facade:0, Cable Facade - Paperbark Wood
appliedenergistics2:facade:0, Cable Facade - Well
appliedenergistics2:facade:0, Cable Facade - Beehive
appliedenergistics2:facade:0, Cable Facade - Honey Block
appliedenergistics2:facade:0, Cable Facade - Honeycomb Block
appliedenergistics2:facade:0, Cable Facade - Pressed Wax Block
appliedenergistics2:facade:0, Cable Facade - Waxcomb Block
appliedenergistics2:facade:0, Cable Facade - Rose Gold Block
appliedenergistics2:facade:0, Cable Facade - Rose Gold Ore
appliedenergistics2:facade:0, Cable Facade - Villager Spawner
appliedenergistics2:facade:0, Cable Facade - Wish Ore
appliedenergistics2:facade:0, Cable Facade - Block of Wish
appliedenergistics2:facade:0, Cable Facade - Wish Lamp
appliedenergistics2:facade:0, Cable Facade - Wishwashed Glass
appliedenergistics2:facade:0, Cable Facade - Destabilized Wish Block
appliedenergistics2:facade:0, Cable Facade - Fulfilled Wish Block
appliedenergistics2:facade:0, Cable Facade - Coal Ore (Stone§r)
appliedenergistics2:facade:0, Cable Facade - Coal Ore (Andesite§r)
appliedenergistics2:facade:0, Cable Facade - Coal Ore (Diorite§r)
appliedenergistics2:facade:0, Cable Facade - Coal Ore (Granite§r)
appliedenergistics2:facade:0, Cable Facade - Coal Ore (Limestone§r)
appliedenergistics2:facade:0, Cable Facade - Coal Ore (Marble§r)
appliedenergistics2:facade:0, Cable Facade - Diamond Ore (Stone§r)
appliedenergistics2:facade:0, Cable Facade - Diamond Ore (Andesite§r)
appliedenergistics2:facade:0, Cable Facade - Diamond Ore (Diorite§r)
appliedenergistics2:facade:0, Cable Facade - Diamond Ore (Granite§r)
appliedenergistics2:facade:0, Cable Facade - Diamond Ore (Limestone§r)
appliedenergistics2:facade:0, Cable Facade - Diamond Ore (Marble§r)
appliedenergistics2:facade:0, Cable Facade - Emerald Ore (Stone§r)
appliedenergistics2:facade:0, Cable Facade - Emerald Ore (Andesite§r)
appliedenergistics2:facade:0, Cable Facade - Emerald Ore (Diorite§r)
appliedenergistics2:facade:0, Cable Facade - Emerald Ore (Granite§r)
appliedenergistics2:facade:0, Cable Facade - Emerald Ore (Limestone§r)
appliedenergistics2:facade:0, Cable Facade - Emerald Ore (Marble§r)
appliedenergistics2:facade:0, Cable Facade - Gold Ore (Stone§r)
appliedenergistics2:facade:0, Cable Facade - Gold Ore (Andesite§r)
appliedenergistics2:facade:0, Cable Facade - Gold Ore (Diorite§r)
appliedenergistics2:facade:0, Cable Facade - Gold Ore (Granite§r)
appliedenergistics2:facade:0, Cable Facade - Gold Ore (Limestone§r)
appliedenergistics2:facade:0, Cable Facade - Gold Ore (Marble§r)
appliedenergistics2:facade:0, Cable Facade - Iron Ore (Stone§r)
appliedenergistics2:facade:0, Cable Facade - Iron Ore (Andesite§r)
appliedenergistics2:facade:0, Cable Facade - Iron Ore (Diorite§r)
appliedenergistics2:facade:0, Cable Facade - Iron Ore (Granite§r)
appliedenergistics2:facade:0, Cable Facade - Iron Ore (Limestone§r)
appliedenergistics2:facade:0, Cable Facade - Iron Ore (Marble§r)
appliedenergistics2:facade:0, Cable Facade - Lapis Lazuli Ore (Stone§r)
appliedenergistics2:facade:0, Cable Facade - Lapis Lazuli Ore (Andesite§r)
appliedenergistics2:facade:0, Cable Facade - Lapis Lazuli Ore (Diorite§r)
appliedenergistics2:facade:0, Cable Facade - Lapis Lazuli Ore (Granite§r)
appliedenergistics2:facade:0, Cable Facade - Lapis Lazuli Ore (Limestone§r)
appliedenergistics2:facade:0, Cable Facade - Lapis Lazuli Ore (Marble§r)
appliedenergistics2:facade:0, Cable Facade - Redstone Ore (Stone§r)
appliedenergistics2:facade:0, Cable Facade - Redstone Ore (Andesite§r)
appliedenergistics2:facade:0, Cable Facade - Redstone Ore (Diorite§r)
appliedenergistics2:facade:0, Cable Facade - Redstone Ore (Granite§r)
appliedenergistics2:facade:0, Cable Facade - Redstone Ore (Stone§r)
appliedenergistics2:facade:0, Cable Facade - Redstone Ore (Andesite§r)
appliedenergistics2:facade:0, Cable Facade - Redstone Ore (Diorite§r)
appliedenergistics2:facade:0, Cable Facade - Redstone Ore (Granite§r)
appliedenergistics2:facade:0, Cable Facade - Redstone Ore (Limestone§r)
appliedenergistics2:facade:0, Cable Facade - Redstone Ore (Marble§r)
appliedenergistics2:facade:0, Cable Facade - Redstone Ore (Limestone§r)
appliedenergistics2:facade:0, Cable Facade - Redstone Ore (Marble§r)
appliedenergistics2:facade:0, Cable Facade - Amber Bearing Stone (Stone§r)
appliedenergistics2:facade:0, Cable Facade - Amber Bearing Stone (Andesite§r)
appliedenergistics2:facade:0, Cable Facade - Amber Bearing Stone (Diorite§r)
appliedenergistics2:facade:0, Cable Facade - Amber Bearing Stone (Granite§r)
appliedenergistics2:facade:0, Cable Facade - Amber Bearing Stone (Limestone§r)
appliedenergistics2:facade:0, Cable Facade - Amber Bearing Stone (Marble§r)
appliedenergistics2:facade:0, Cable Facade - Cinnabar Ore (Stone§r)
appliedenergistics2:facade:0, Cable Facade - Cinnabar Ore (Andesite§r)
appliedenergistics2:facade:0, Cable Facade - Cinnabar Ore (Diorite§r)
appliedenergistics2:facade:0, Cable Facade - Cinnabar Ore (Granite§r)
appliedenergistics2:facade:0, Cable Facade - Cinnabar Ore (Limestone§r)
appliedenergistics2:facade:0, Cable Facade - Cinnabar Ore (Marble§r)
appliedenergistics2:facade:0, Cable Facade - Copper Ore (Stone§r)
appliedenergistics2:facade:0, Cable Facade - Copper Ore (Andesite§r)
appliedenergistics2:facade:0, Cable Facade - Copper Ore (Diorite§r)
appliedenergistics2:facade:0, Cable Facade - Copper Ore (Granite§r)
appliedenergistics2:facade:0, Cable Facade - Copper Ore (Limestone§r)
appliedenergistics2:facade:0, Cable Facade - Copper Ore (Marble§r)
appliedenergistics2:facade:0, Cable Facade - Lead Ore (Stone§r)
appliedenergistics2:facade:0, Cable Facade - Lead Ore (Andesite§r)
appliedenergistics2:facade:0, Cable Facade - Lead Ore (Diorite§r)
appliedenergistics2:facade:0, Cable Facade - Lead Ore (Granite§r)
appliedenergistics2:facade:0, Cable Facade - Lead Ore (Limestone§r)
appliedenergistics2:facade:0, Cable Facade - Lead Ore (Marble§r)
appliedenergistics2:facade:0, Cable Facade - Nickel Ore (Stone§r)
appliedenergistics2:facade:0, Cable Facade - Nickel Ore (Andesite§r)
appliedenergistics2:facade:0, Cable Facade - Nickel Ore (Diorite§r)
appliedenergistics2:facade:0, Cable Facade - Nickel Ore (Granite§r)
appliedenergistics2:facade:0, Cable Facade - Nickel Ore (Limestone§r)
appliedenergistics2:facade:0, Cable Facade - Nickel Ore (Marble§r)
appliedenergistics2:facade:0, Cable Facade - Silver Ore (Stone§r)
appliedenergistics2:facade:0, Cable Facade - Silver Ore (Andesite§r)
appliedenergistics2:facade:0, Cable Facade - Silver Ore (Diorite§r)
appliedenergistics2:facade:0, Cable Facade - Silver Ore (Granite§r)
appliedenergistics2:facade:0, Cable Facade - Silver Ore (Limestone§r)
appliedenergistics2:facade:0, Cable Facade - Silver Ore (Marble§r)
appliedenergistics2:facade:0, Cable Facade - Tin Ore (Stone§r)
appliedenergistics2:facade:0, Cable Facade - Tin Ore (Andesite§r)
appliedenergistics2:facade:0, Cable Facade - Tin Ore (Diorite§r)
appliedenergistics2:facade:0, Cable Facade - Tin Ore (Granite§r)
appliedenergistics2:facade:0, Cable Facade - Tin Ore (Limestone§r)
appliedenergistics2:facade:0, Cable Facade - Tin Ore (Marble§r)
appliedenergistics2:facade:0, Cable Facade - Amber Ore (Stone§r)
appliedenergistics2:facade:0, Cable Facade - Amber Ore (Andesite§r)
appliedenergistics2:facade:0, Cable Facade - Amber Ore (Diorite§r)
appliedenergistics2:facade:0, Cable Facade - Amber Ore (Granite§r)
appliedenergistics2:facade:0, Cable Facade - Amber Ore (Limestone§r)
appliedenergistics2:facade:0, Cable Facade - Amber Ore (Marble§r)
appliedenergistics2:facade:0, Cable Facade - Malachite Ore (Stone§r)
appliedenergistics2:facade:0, Cable Facade - Malachite Ore (Andesite§r)
appliedenergistics2:facade:0, Cable Facade - Malachite Ore (Diorite§r)
appliedenergistics2:facade:0, Cable Facade - Malachite Ore (Granite§r)
appliedenergistics2:facade:0, Cable Facade - Malachite Ore (Limestone§r)
appliedenergistics2:facade:0, Cable Facade - Malachite Ore (Marble§r)
appliedenergistics2:facade:0, Cable Facade - Peridot Ore (Stone§r)
appliedenergistics2:facade:0, Cable Facade - Peridot Ore (Andesite§r)
appliedenergistics2:facade:0, Cable Facade - Peridot Ore (Diorite§r)
appliedenergistics2:facade:0, Cable Facade - Peridot Ore (Granite§r)
appliedenergistics2:facade:0, Cable Facade - Peridot Ore (Limestone§r)
appliedenergistics2:facade:0, Cable Facade - Peridot Ore (Marble§r)
appliedenergistics2:facade:0, Cable Facade - Ruby Ore (Stone§r)
appliedenergistics2:facade:0, Cable Facade - Ruby Ore (Andesite§r)
appliedenergistics2:facade:0, Cable Facade - Ruby Ore (Diorite§r)
appliedenergistics2:facade:0, Cable Facade - Ruby Ore (Granite§r)
appliedenergistics2:facade:0, Cable Facade - Ruby Ore (Limestone§r)
appliedenergistics2:facade:0, Cable Facade - Ruby Ore (Marble§r)
appliedenergistics2:facade:0, Cable Facade - Sapphire Ore (Stone§r)
appliedenergistics2:facade:0, Cable Facade - Sapphire Ore (Andesite§r)
appliedenergistics2:facade:0, Cable Facade - Sapphire Ore (Diorite§r)
appliedenergistics2:facade:0, Cable Facade - Sapphire Ore (Granite§r)
appliedenergistics2:facade:0, Cable Facade - Sapphire Ore (Limestone§r)
appliedenergistics2:facade:0, Cable Facade - Sapphire Ore (Marble§r)
appliedenergistics2:facade:0, Cable Facade - Tanzanite Ore (Stone§r)
appliedenergistics2:facade:0, Cable Facade - Tanzanite Ore (Andesite§r)
appliedenergistics2:facade:0, Cable Facade - Tanzanite Ore (Diorite§r)
appliedenergistics2:facade:0, Cable Facade - Tanzanite Ore (Granite§r)
appliedenergistics2:facade:0, Cable Facade - Tanzanite Ore (Limestone§r)
appliedenergistics2:facade:0, Cable Facade - Tanzanite Ore (Marble§r)
appliedenergistics2:facade:0, Cable Facade - Topaz Ore (Stone§r)
appliedenergistics2:facade:0, Cable Facade - Topaz Ore (Andesite§r)
appliedenergistics2:facade:0, Cable Facade - Topaz Ore (Diorite§r)
appliedenergistics2:facade:0, Cable Facade - Topaz Ore (Granite§r)
appliedenergistics2:facade:0, Cable Facade - Topaz Ore (Limestone§r)
appliedenergistics2:facade:0, Cable Facade - Topaz Ore (Marble§r)
appliedenergistics2:crystal_seed:0, Certus Quartz Seed
appliedenergistics2:crystal_seed:600, Nether Quartz Seed
appliedenergistics2:crystal_seed:1200, Fluix Seed
appliedenergistics2:crystal_seed:0, Certus Quartz Seed
appliedenergistics2:crystal_seed:600, Nether Quartz Seed
appliedenergistics2:crystal_seed:1200, Fluix Seed
appliedenergistics2:crystal_seed:0, Certus Quartz Seed
appliedenergistics2:crystal_seed:600, Nether Quartz Seed
appliedenergistics2:crystal_seed:1200, Fluix Seed
appliedenergistics2:encoded_pattern, Encoded Pattern
appliedenergistics2:paint_ball:0, Paint Ball - White
appliedenergistics2:paint_ball:1, Paint Ball - Orange
appliedenergistics2:paint_ball:2, Paint Ball - Magenta
appliedenergistics2:paint_ball:3, Paint Ball - Light Blue
appliedenergistics2:paint_ball:4, Paint Ball - Yellow
appliedenergistics2:paint_ball:5, Paint Ball - Lime
appliedenergistics2:paint_ball:6, Paint Ball - Pink
appliedenergistics2:paint_ball:7, Paint Ball - Gray
appliedenergistics2:paint_ball:8, Paint Ball - Light Gray
appliedenergistics2:paint_ball:9, Paint Ball - Cyan
appliedenergistics2:paint_ball:10, Paint Ball - Purple
appliedenergistics2:paint_ball:11, Paint Ball - Blue
appliedenergistics2:paint_ball:12, Paint Ball - Brown
appliedenergistics2:paint_ball:13, Paint Ball - Green
appliedenergistics2:paint_ball:14, Paint Ball - Red
appliedenergistics2:paint_ball:15, Paint Ball - Black
appliedenergistics2:paint_ball:20, Paint Ball - Lumen White
appliedenergistics2:paint_ball:21, Paint Ball - Lumen Orange
appliedenergistics2:paint_ball:22, Paint Ball - Lumen Magenta
appliedenergistics2:paint_ball:23, Paint Ball - Lumen Light Blue
appliedenergistics2:paint_ball:24, Paint Ball - Lumen Yellow
appliedenergistics2:paint_ball:25, Paint Ball - Lumen Lime
appliedenergistics2:paint_ball:26, Paint Ball - Lumen Pink
appliedenergistics2:paint_ball:27, Paint Ball - Lumen Gray
appliedenergistics2:paint_ball:28, Paint Ball - Lumen Light Gray
appliedenergistics2:paint_ball:29, Paint Ball - Lumen Cyan
appliedenergistics2:paint_ball:30, Paint Ball - Lumen Purple
appliedenergistics2:paint_ball:31, Paint Ball - Lumen Blue
